label,type,author,title,journal,year,volume,number,month,doi,art_number,article_number,url,eissn,document_type,unique_id,source,issn,note,earlyaccessdate,researcherid_numbers,pages,orcid_numbers,organization,editor,booktitle,series,isbn,filename,n_duplicates,citation,screened_titles,notes
Railsback2020,ARTICLE,"Railsback, L.B. and Dupont, L.A. and Liang, F. and Brook, G.A. and Burney, D.A. and Cheng, H. and Edwards, R.L.","Relationships between climate change, human environmental impact, and megafaunal extinction inferred from a 4000-year multi-proxy record from a stalagmite from northwestern Madagascar",Quaternary Science Reviews,2020,234,NA,NA,10.1016/j.quascirev.2020.106244,106244,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082702492&doi=10.1016%2fj.quascirev.2020.106244&partnerID=40&md5=0bd49212981c95ee042c634791540fc2,NA,Article,NA,Scopus,NA,cited By 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Relationships Between Climate Change, Human Environmental Impact, and Megafaunal Extinction Inferred from a 4000-Year Multi-Proxy Record from a Stalagmite from Northwestern Madagascar.",selected,NA
Rom..n.Palacios20204211,ARTICLE,"RomÃ¡n-Palacios, C. and Wiens, J.J.",Recent responses to climate change reveal the drivers of species extinction and survival,Proceedings of the National Academy of Sciences of the United States of America,2020,117,8,NA,10.1073/pnas.1913007117,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080098151&doi=10.1073%2fpnas.1913007117&partnerID=40&md5=ec8c5a4fe5a260853a8b6f3d64d9ecb3,NA,Article,NA,Scopus,NA,cited By 98,NA,NA,4211-4217,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Recent Responses to Climate Change Reveal the Drivers of Species Extinction and Survival.,selected,NA
Colyn2019,ARTICLE,"Colyn, R.B. and Henderson, C.L. and Altwegg, R. and Smit-Robinson, H.A.","Habitat transformation and climate change: Implications for the distribution, population status, and colony extinction of Southern Bald Ibis (Geronticus calvus) in southern Africa",Condor,2019,122,1,NA,10.1093/condor/duz064,duz064,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082047244&doi=10.1093%2fcondor%2fduz064&partnerID=40&md5=95e2d530f97538f34536450fd2626a56,NA,Article,NA,Scopus,NA,cited By 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Habitat Transformation and Climate Change: Implications for the Distribution, Population Status, and Colony Extinction of Southern Bald Ibis (Geronticus Calvus) in Southern Africa.",selected,NA
X.WOS.000496416000028,article,"Zhu, Zhicai and Liu, Yongqing and Kuang, Hongwei and Benton, Michael J. and Newell, Andrew J. and Xu, Huan and An, Wei and Ji, Shu'an and Xu, Shichao and Peng, Nan and Zhai, Qingguo",Altered fluvial patterns in North China indicate rapid climate change linked to the Permian-Triassic mass extinction,SCIENTIFIC REPORTS,2019,9,NA,NOV 14,10.1038/s41598-019-53321-z,NA,16818,NA,NA,NA,WOS:000496416000028,NA,2045-2322,NA,NA,"Zhu, Zhicai/AAL-6241-2020 Benton, Michael J/A-5639-2008 Newell, Andrew J/AAG-4358-2022 ",NA,"Zhu, Zhicai/0000-0002-5526-229X Benton, Michael J/0000-0002-4323-1824 Liu, Yongqing/0000-0002-9131-0172",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Altered Fluvial Patterns in North China Indicate Rapid Climate Change Linked to the Permian-Triassic Mass Extinction.,excluded,NA
X.WOS.000465004600022,article,"Ahmadi, Mohsen and Hemami, Mahmoud-Reza and Kaboli, Mohammad and Malekian, Mansoureh and Zimmermann, Niklaus E.",Extinction risks of a Mediterranean neo-endemism complex of mountain vipers triggered by climate change,SCIENTIFIC REPORTS,2019,9,NA,APR 19,10.1038/s41598-019-42792-9,NA,6332,NA,NA,NA,WOS:000465004600022,NA,2045-2322,NA,NA,"Hemami, Mahmoud-Reza/AAH-2553-2022 Ahmadi, Mohsen/J-7360-2017 Ahmadi, Mohsen/AAW-7357-2021 Malekian, Mansoureh/AAW-3742-2021 Zimmermann, Niklaus E./A-4276-2008",NA,"Ahmadi, Mohsen/0000-0002-9657-699X Ahmadi, Mohsen/0000-0002-9657-699X Malekian, Mansoureh/0000-0002-6387-0850 Zimmermann, Niklaus E./0000-0003-3099-9604",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Extinction Risks of a Mediterranean Neo-Endemism Complex of Mountain Vipers Triggered by Climate Change.,selected,NA
X.WOS.000461019400009,article,"Pino, Mario and Abarzua, Ana M. and Astorga, Giselle and Martel-Cea, Alejandra and Cossio-Montecinos, Nathalie and Navarro, R. Ximena and Lira, Maria Paz and Labarca, Rafael and LeCompte, Malcolm A. and Adedeji, Victor and Moore, Christopher R. and Bunch, Ted E. and Mooney, Charles and Wolbach, Wendy S. and West, Allen and Kennett, James P.","Sedimentary record from Patagonia, southern Chile supports cosmic-impact triggering of biomass burning, climate change, and megafaunal extinctions at 12.8 ka",SCIENTIFIC REPORTS,2019,9,NA,MAR 13,10.1038/s41598-018-38089-y,NA,4413,NA,NA,NA,WOS:000461019400009,NA,2045-2322,NA,NA,"Labarca, Rafael/AAM-1633-2020 Pino, Mario/A-2709-2008 Astorga, Giselle A./J-6889-2016",NA,"Pino, Mario/0000-0001-6181-353X Astorga, Giselle A./0000-0003-2923-8787",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"Sedimentary Record from Patagonia, Southern Chile Supports Cosmic-Impact Triggering of Biomass Burning, Climate Change, and Megafaunal Extinctions at 12.8 Ka.",selected,NA
Kaky2019,ARTICLE,"Kaky, E. and Gilbert, F.",Assessment of the extinction risks of medicinal plants in Egypt under climate change by integrating species distribution models and IUCN Red List criteria,Journal of Arid Environments,2019,170,NA,NA,10.1016/j.jaridenv.2019.05.016,103988,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066623231&doi=10.1016%2fj.jaridenv.2019.05.016&partnerID=40&md5=3fbb9aa171e0499310f960249559ba53,NA,Article,NA,Scopus,NA,cited By 14,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Assessment of the Extinction Risks of Medicinal Plants in Egypt under Climate Change by Integrating Species Distribution Models and Iucn Red List Criteria.,selected,NA
Kaye2019,ARTICLE,"Kaye, T.N. and Bahm, M.A. and Thorpe, A.S. and Gray, E.C. and Pfingsten, I. and Waddell, C.","Population extinctions driven by climate change, population size, and time since observation may make rare species databases inaccurate",PLoS ONE,2019,14,10,NA,10.1371/journal.pone.0210378,e0210378,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073615129&doi=10.1371%2fjournal.pone.0210378&partnerID=40&md5=79429dcea0f300bca4b4ee0f38256a89,NA,Article,NA,Scopus,NA,cited By 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Population Extinctions Driven by Climate Change, Population Size, and Time Since Observation may Make Rare Species Databases Inaccurate.",selected,NA
X.WOS.000486388400043,article,"Wan, Xinru and Jiang, Guangshun and Yan, Chuan and He, Fangliang and Wen, Rongsheng and Gu, Jiayin and Li, Xinhai and Ma, Jianzhang and Stenseth, Nils Chr. and Zhang, Zhibin",Historical records reveal the distinctive associations of human disturbance and extreme climate change with local extinction of mammals,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2019,116,38,SEP 17,10.1073/pnas.1818019116,NA,NA,NA,NA,NA,WOS:000486388400043,NA,0027-8424,NA,NA,"Li, Xinhai/G-9111-2011 ",19001-19008,"Li, Xinhai/0000-0003-4514-0149 wan, xinru/0000-0002-1580-9692 Jiang, Guangshun/0000-0001-6321-9489 wan, xinru/0000-0002-8189-2033",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Historical Records Reveal the Distinctive Associations of Human Disturbance and Extreme Climate Change with Local Extinction of Mammals.,selected,NA
X.WOS.000484327000005,article,"Mondanaro, Alessandro and Di Febbraro, Mirko and Melchionna, Marina and Carotenuto, Francesco and Castiglione, Silvia and Serio, Carmela and Danisi, Simone and Rook, Lorenzo and Diniz-Filho, Jose Alexandre F. and Raia, Pasquale",Additive effects of climate change and human hunting explain population decline and extinction in cave bears,BOREAS,2019,48,3,JUL,10.1111/bor.12380,NA,NA,NA,1502-3885,NA,WOS:000484327000005,NA,0300-9483,NA,NA,"Rook, Lorenzo/D-9675-2011 Di Febbraro, Mirko/I-3167-2019 Raia, Pasquale/I-8600-2012 Rook, Lorenzo/AAA-5014-2019 Mondanaro, Alessandro/F-6893-2017 Melchionna, Marina/F-6868-2017 Castiglione, Silvia/F-6840-2017 Serio, Carmela/F-6854-2017 ",605-615,"Rook, Lorenzo/0000-0001-8923-5428 Di Febbraro, Mirko/0000-0001-8898-7046 Raia, Pasquale/0000-0002-4593-8006 Rook, Lorenzo/0000-0001-8923-5428 Mondanaro, Alessandro/0000-0003-0325-7066 Melchionna, Marina/0000-0001-7919-4431 Castiglione, Silvia/0000-0002-6140-1495 Serio, Carmela/0000-0001-5256-5511 Carotenuto, Francesco/0000-0001-8343-723X",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Additive Effects of Climate Change and Human Hunting Explain Population Decline and Extinction in Cave Bears.,selected,NA
McDermott201912116,ARTICLE,"McDermott, A.",Probing the limits of â€œevolutionary rescueâ€ Could species threatened by climate change and other stresses avoid extinction through rapid evolution?,Proceedings of the National Academy of Sciences of the United States of America,2019,116,25,NA,10.1073/pnas.1907565116,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067626299&doi=10.1073%2fpnas.1907565116&partnerID=40&md5=00eec5de34a10aac00f2c7dfcd9330fe,NA,Article,NA,Scopus,NA,cited By 4,NA,NA,12116-12120,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Probing the Limits of Â€œevolutionary Rescueâ€ Could Species Threatened by Climate Change and Other Stresses Avoid Extinction Through Rapid Evolution?,selected,NA
X.WOS.000472237600013,article,"Wiens, John J. and Camacho, Agustin and Goldberg, Aaron and Jezkova, Tereza and Kaplan, Matthew E. and Lambert, Shea M. and Miller, Elizabeth C. and Streicher, Jeffrey W. and Walls, Ramona L.","Climate change, extinction, and Sky Island biogeography in a montane lizard",MOLECULAR ECOLOGY,2019,28,10,MAY,10.1111/mec.15073,NA,NA,NA,1365-294X,NA,WOS:000472237600013,NA,0962-1083,NA,NA,"Camacho, AgustÃ­n/AAA-7104-2021 Miller, Elizabeth/AAP-9996-2021 ",2610-2624,"Camacho, AgustÃ­n/0000-0003-2978-792X Miller, Elizabeth/0000-0001-6856-3107 Walls, Ramona L./0000-0001-8815-0078 Streicher, Jeffrey/0000-0002-3738-4162 Wiens, John/0000-0003-4243-1127 Jezkova, Tereza/0000-0003-4114-4564",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"Climate Change, Extinction, and Sky Island Biogeography in a Montane Lizard.",selected,NA
X.WOS.000465057500011,article,"Wang, Lixin and Brook, George A. and Burney, David A. and Voarintsoa, Ny Riavo G. and Liang, Fuyuan and Cheng, Hai and Edwards, R. Lawrence","The African Humid Period, rapid climate change events, the timing of human colonization, and megafaunal extinctions in Madagascar during the Holocene: Evidence from a 2m Anjohibe Cave stalagmite",QUATERNARY SCIENCE REVIEWS,2019,210,NA,APR 15,10.1016/j.quascirev.2019.02.004,NA,NA,NA,NA,NA,WOS:000465057500011,NA,0277-3791,NA,NA,"CHENG, HAI/H-3413-2017 Edwards, R. Lawrence/I-3124-2014",136-153,"CHENG, HAI/0000-0002-5305-9458 Edwards, R. Lawrence/0000-0002-7027-5881",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"The African Humid Period, Rapid Climate Change Events, the Timing of Human Colonization, and Megafaunal Extinctions in Madagascar During the Holocene: Evidence from a 2m Anjohibe Cave Stalagmite.",selected,NA
X.WOS.000459788900006,article,"Reddin, Carl J. and Kocsis, Adam T. and Kiessling, Wolfgang",Climate change and the latitudinal selectivity of ancient marine extinctions,PALEOBIOLOGY,2019,45,1,FEB,10.1017/pab.2018.34,NA,NA,NA,1938-5331,NA,WOS:000459788900006,NA,0094-8373,NA,NA,"Kiessling, Wolfgang/E-2259-2015 Reddin, Carl J/D-2154-2016",70-84,"Kiessling, Wolfgang/0000-0002-1088-2014 Reddin, Carl J/0000-0001-5930-1164",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Climate Change and the Latitudinal Selectivity of Ancient Marine Extinctions.,selected,NA
Moat2019390,ARTICLE,"Moat, J. and Gole, T.W. and Davis, A.P.",Least concern to endangered: Applying climate change projections profoundly influences the extinction risk assessment for wild Arabica coffee,Global Change Biology,2019,25,2,NA,10.1111/gcb.14341,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060106550&doi=10.1111%2fgcb.14341&partnerID=40&md5=c25fc3cd2dd3a914d6c2555b2f42ef12,NA,Article,NA,Scopus,NA,cited By 26,NA,NA,390-403,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Least Concern to Endangered: Applying Climate Change Projections Profoundly Influences the Extinction Risk Assessment for Wild Arabica Coffee.,selected,NA
Altamirano.Benavides2019,ARTICLE,"Altamirano-Benavides, M.A. and DomÃ­nguez-Guerrero, S.F. and MuÃ±oz-Nolasco, F.J. and Arenas-Moreno, D.M. and Santos-Bibiano, R. and PÃ©rez, R.G.-T. and Lozano-Aguilar, L.E. and Fierro-Estrada, N. and Gandarilla-Aizpuro, F.J. and Woolrich-PiÃ±a, G.A. and MartÃ­nez-MÃ©ndez, N. and Lara-ResÃ©ndiz, R.A. and MÃ©ndez-De La Cruz, F.R.","Thermal ecology and extinction risk due to climate change of Gonatodes concinnatus (Squamata: Sphaerodactylidae), an endemic lizard from western Amazonia [EcologÃ­a tÃ©rmica y riesgo de extinciÃ³n ante el cambio climÃ¡tico de Gonatodes concinnatus (Squamata: Sphaerodactylidae), una lagartija endÃ©mica de la AmazonÃ­a occidental]",Revista Mexicana de Biodiversidad,2019,90,NA,NA,10.22201/IB.20078706E.2019.90.2824,e902824,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084809371&doi=10.22201%2fIB.20078706E.2019.90.2824&partnerID=40&md5=f59d6043c69507c1e8cf568460d927f3,NA,Article,NA,Scopus,NA,cited By 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Thermal Ecology and Extinction Risk Due to Climate Change of Gonatodes Concinnatus (Squamata: Sphaerodactylidae), an Endemic Lizard from Western Amazonia [ecologã­a Tã©rmica y Riesgo De Extinciã³n Ante El Cambio Climã¡tico De Gonatodes Concinnatus (Squamata: Sphaerodactylidae), Una Lagartija Endã©mica De La Amazonã­a Occidental]",selected,NA
Booth2019257,ARTICLE,"Booth, E.","Extinction rebellion: Social work, climate change and solidarity",Critical and Radical Social Work,2019,7,2,NA,10.1332/204986019X15623302985296,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075600989&doi=10.1332%2f204986019X15623302985296&partnerID=40&md5=46e92df4dbe070741d6ccf247796d7c6,NA,Article,NA,Scopus,NA,cited By 1,NA,NA,257-261,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Extinction Rebellion: Social Work, Climate Change and Solidarity.",excluded,NA
X.WOS.000476709100009,article,"Cardoso da Silva, Jose Maria and Rapini, Alessandro and Barbosa, Luis Claudio F. and Torres, Roger R.",Extinction risk of narrowly distributed species of seed plants in Brazil due to habitat loss and climate change,PEERJ,2019,7,NA,JUL 22,10.7717/peerj.7333,NA,e7333,NA,NA,NA,WOS:000476709100009,NA,2167-8359,NA,NA,"Torres, Roger Rodrigues/G-1043-2012 Rapini, Alessandro/F-1584-2011",NA,"Torres, Roger Rodrigues/0000-0002-5684-3125 Rapini, Alessandro/0000-0002-8758-9326",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Extinction Risk of Narrowly Distributed Species of Seed Plants in Brazil Due to Habitat Loss and Climate Change.,selected,NA
Freeman201811982,ARTICLE,"Freeman, B.G. and Scholer, M.N. and Ruiz-Gutierrez, V. and Fitzpatrick, J.W.",Climate change causes upslope shifts and mountaintop extirpations in a tropical bird community,Proceedings of the National Academy of Sciences of the United States of America,2018,115,47,NA,10.1073/pnas.1804224115,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056785255&doi=10.1073%2fpnas.1804224115&partnerID=40&md5=6d5ed6751274a178189087da133464b7,NA,Article,NA,Scopus,NA,cited By 119,NA,NA,11982-11987,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Climate Change Causes Upslope Shifts and Mountaintop Extirpations in a Tropical Bird Community.,selected,NA
Diamond20181507,ARTICLE,"Diamond, S.E. and Chick, L.D.","Thermal specialist ant species have restricted, equatorial geographic ranges: implications for climate change vulnerability and risk of extinction",Ecography,2018,41,9,NA,10.1111/ecog.03264,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040671126&doi=10.1111%2fecog.03264&partnerID=40&md5=e68d9463f580e356c3ccac7e972d8fc8,NA,Article,NA,Scopus,NA,cited By 17,NA,NA,1507-1509,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Thermal Specialist Ant Species Have Restricted, Equatorial Geographic Ranges: Implications for Climate Change Vulnerability and Risk of Extinction.",selected,NA
X.WOS.000443398900012,article,"Krystufek, Boris and Zorenko, Tanya and Bontzorlos, Vasileios and Mahmoudi, Ahmad and Atanasov, Nasko and Ivajnsic, Danijel",Incipient road to extinction of a keystone herbivore in south-eastern Europe: Harting's vole (Microtus hartingi) under climate change,CLIMATIC CHANGE,2018,149,3-4,AUG,10.1007/s10584-018-2259-2,NA,NA,NA,1573-1480,NA,WOS:000443398900012,NA,0165-0009,NA,NA,"Atanasov, Nasko/N-1835-2019 Mahmoudi, Ahmad/AAM-1736-2021 Zorenko, Tanya/W-2091-2019 ",443-456,"Mahmoudi, Ahmad/0000-0003-4698-137X",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Incipient Road to Extinction of a Keystone Herbivore in South-Eastern Europe: Harting's Vole (Microtus Hartingi) under Climate Change.,selected,NA
Yalcin20183849,ARTICLE,"Yalcin, S. and Leroux, S.J.",An empirical test of the relative and combined effects of land-cover and climate change on local colonization and extinction,Global Change Biology,2018,24,8,NA,10.1111/gcb.14169,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049522223&doi=10.1111%2fgcb.14169&partnerID=40&md5=2fc2445ecb6d3552c1c2ef0834a2ceea,NA,Article,NA,Scopus,NA,cited By 18,NA,NA,3849-3861,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,An Empirical Test of the Relative and Combined Effects of Land-Cover and Climate Change on Local Colonization and Extinction.,selected,NA
X.WOS.000436794700002,article,"Peacock, David E. and Fancourt, Bronwyn A. and McDowell, Matthew C. and Abbott, Ian",Survival histories of marsupial carnivores on Australian continental shelf islands highlight climate change and Europeans as likely extirpation factors: implications for island predator restoration,BIODIVERSITY AND CONSERVATION,2018,27,10,AUG,10.1007/s10531-018-1546-6,NA,NA,NA,1572-9710,NA,WOS:000436794700002,NA,0960-3115,NA,NA,"Abbott, Ian J/R-4326-2018 Fancourt, Bronwyn/R-4278-2019 ",2477-2494,"Abbott, Ian J/0000-0001-9888-4155 Fancourt, Bronwyn/0000-0003-2969-1530 McDowell, Matthew/0000-0001-8009-4171",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Survival Histories of Marsupial Carnivores on Australian Continental Shelf Islands Highlight Climate Change and Europeans as Likely Extirpation Factors: Implications for Island Predator Restoration.,selected,NA
Zhan20183526,ARTICLE,"Zhan, J. and Ericson, L. and Burdon, J.J.",Climate change accelerates local disease extinction rates in a long-term wild hostâ€“pathogen association,Global Change Biology,2018,24,8,NA,10.1111/gcb.14111,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044427233&doi=10.1111%2fgcb.14111&partnerID=40&md5=ed2362421657671d436fd9592b6a7ead,NA,Article,NA,Scopus,NA,cited By 17,NA,NA,3526-3536,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Climate Change Accelerates Local Disease Extinction Rates in a Long-Term Wild Hostâ€“pathogen Association.,selected,NA
